"","DB.classKey","mouse","human","ensembl"
"465",48884010,"Asb12","ASB12","ENSG00000198881"
"466",48884011,"Asb13","ASB13","ENSG00000196372"
"467",48884012,"Asb14","ASB14","ENSG00000239388"
"468",48884013,"Asf1a","ASF1A","ENSG00000111875"
"469",48884014,"Asf1b","ASF1B","ENSG00000105011"
"470",48884015,"Asb2","ASB2","ENSG00000100628"
"471",48884016,"Asb5","ASB5","ENSG00000164122"
"472",48884017,"Slc10a2","SLC10A2","ENSG00000125255"
"473",48884018,"Asgr2","ASGR2","ENSG00000161944"
"474",48884019,"Mgl2","CLEC10A","ENSG00000132514"
"475",48884020,"Clec10a","CLEC10A","ENSG00000132514.1"
"476",48884021,"Asgr1","ASGR1","ENSG00000141505"
"477",48884022,"Ascl1","ASCL1","ENSG00000139352"
"478",48884023,"Ascl2","ASCL2","ENSG00000183734"
"479",48884024,"Pard3","PARD3","ENSG00000148498"
"480",48884025,"a","ASIP","ENSG00000101440"
"481",48884026,"Map3k5","MAP3K5","ENSG00000197442"
"482",48884027,"Lhfpl5","LHFPL5","ENSG00000197753"
"483",48884028,"Get3","GET3","ENSG00000198356"
"484",48884029,"Aspn","ASPN","ENSG00000106819"
"485",48884030,"Trp53bp2","TP53BP2","ENSG00000143514"
"486",48884031,"Ass1","ASS1","ENSG00000130707"
"487",48884032,"Robo2","ROBO2","ENSG00000185008"
"488",48884033,"Aste1","ASTE1","ENSG00000034533"
"489",48884034,"Slc17a8","SLC17A8","ENSG00000179520"
"490",48884035,"Ints13","INTS13","ENSG00000064102"
"491",48884036,"Atad1","ATAD1","ENSG00000138138"
"492",48884037,"Atad3a","ATAD3B","ENSG00000160072"
"493",48884037,"Atad3a","ATAD3C","ENSG00000215915"
"494",48884037,"Atad3a","ATAD3A","ENSG00000197785"
"495",48884038,"Prr15l","PRR15L","ENSG00000167183"
"496",48884039,"Ubqln4","UBQLN4","ENSG00000160803"
"497",48884040,"Dtd2","DTD2","ENSG00000129480"
"498",48884041,"Atf2","ATF2","ENSG00000115966"
"499",48884042,"Atf4","ATF4","ENSG00000128272"
"500",48884043,"Pnpla2","PNPLA2","ENSG00000177666"
"501",48884044,"Atoh1","ATOH1","ENSG00000172238"
"502",48884045,"Atoh7","ATOH7","ENSG00000179774"
"503",48884046,"Pgghg","PGGHG","ENSG00000142102"
"504",48884047,"Dtna","DTNA","ENSG00000134769"
"505",48884048,"Neurod6","NEUROD6","ENSG00000164600"
"506",48884049,"Neurog3","NEUROG3","ENSG00000122859"
"507",48884050,"Atp13a1","ATP13A1","ENSG00000105726"
"508",48884051,"Atp1a1","ATP1A1","ENSG00000163399"
"509",48884052,"Atp1b2","ATP1B2","ENSG00000129244"
"510",48884053,"Atp1b3","ATP1B3","ENSG00000069849"
"511",48884054,"Atp2a2","ATP2A2","ENSG00000174437"
"512",48884055,"Atp2b3","ATP2B3","ENSG00000067842"
"513",48884056,"Atp5f1a","ATP5F1A","ENSG00000152234"
"514",48884057,"Atp5f1b","ATP5F1B","ENSG00000110955"
"515",48884058,"Atp5f1c","ATP5F1C","ENSG00000165629"
"516",48884059,"Atp5f1d","ATP5F1D","ENSG00000099624"
"517",48884060,"Atp5f1e","ATP5F1E","ENSG00000124172"
"518",48884060,"Atp5f1e","ATP5F1EP2","NA.1"
"519",48884061,"Atp5pb","ATP5PB","ENSG00000116459"
"520",48884062,"Atp5mc3","ATP5MC3","ENSG00000154518"
"521",48884063,"Atp5mc1","ATP5MC1","ENSG00000159199"
"522",48884064,"Atp5pd","ATP5PD","ENSG00000167863"
"523",48884065,"Atp5me","ATP5ME","ENSG00000169020"
"524",48884066,"Atp5pf","ATP5PF","ENSG00000154723"
"525",48884067,"Atp5mf","ATP5MF","ENSG00000241468"
"526",48884068,"Atp5mj","ATP5MJ","ENSG00000156411"
"527",48884069,"Atp5po","ATP5PO","ENSG00000241837"
"528",48884070,"Dmac2l","DMAC2L","ENSG00000125375"
"529",48884071,"mt-Atp6","ATP6","ENSG00000198899"
"530",48884072,"Atp6-ps","ATP6","ENSG00000198899.1"
"531",48884073,"Atp6ap1","ATP6AP1","ENSG00000071553"
"532",48884074,"Atp6ap1l","ATP6AP1L","NA.2"
"533",48884075,"Atp6v1e2","ATP6V1E2","ENSG00000250565"
"534",48884076,"Atp6v1e1","ATP6V1E1","ENSG00000131100"
"535",48884077,"Atp6v0c","ATP6V0C","ENSG00000185883"
"536",48884078,"Atp6v0a1","ATP6V0A1","ENSG00000033627"
"537",48884079,"Rpl26","RPL26","ENSG00000161970"
"538",48884080,"Atp6v0e","ATP6V0E1","ENSG00000113732"
"539",48884081,"Atp6v1a","ATP6V1A","ENSG00000114573"
"540",48884082,"Atp6v1b2","ATP6V1B2","ENSG00000147416"
"541",48884083,"Atp6v1c1","ATP6V1C1","ENSG00000155097"
"542",48884084,"Atp1a2","ATP1A2","ENSG00000018625"
"543",48884085,"Atp1a3","ATP1A3","ENSG00000105409"
"544",48884086,"Gpn2","GPN2","ENSG00000142751"
"545",48884087,"Gpn3","GPN3","ENSG00000111231"
"546",48884088,"Dph6","DPH6","ENSG00000134146"
"547",48884089,"Atp5if1","ATP5IF1","ENSG00000130770"
"548",48884090,"Antkmt","ANTKMT","ENSG00000103254"
"549",48884091,"Aldh7a1","ALDH7A1","ENSG00000164904"
"550",48884092,"Antxr2","ANTXR2","ENSG00000163297"
"551",48884093,"Atrnl1","ATRNL1","ENSG00000107518"
"552",48884094,"Fbxo32","FBXO32","ENSG00000156804"
"553",48884095,"Rere","RERE","ENSG00000142599"
"554",48884096,"Enpp2","ENPP2","ENSG00000136960"
"555",48884097,"Atxn1","ATXN1","ENSG00000124788"
"556",48884098,"Atxn7l2","ATXN7L2","ENSG00000162650"
"557",48884099,"Atxn7l3","ATXN7L3","ENSG00000087152"
"558",48884100,"Alkal2","ALKAL2","ENSG00000189292"
"559",48884101,"Alkal1","ALKAL1","ENSG00000196711"
"560",48884102,"Aurkb","AURKB","ENSG00000178999"
"561",48884103,"Aurkc","AURKC","ENSG00000105146"
"562",48884104,"Auts2","AUTS2","ENSG00000158321"
"563",48884105,"Dnajc6","DNAJC6","ENSG00000116675"
"564",48884106,"Avpr1a","AVPR1A","ENSG00000166148"
"565",48884107,"Avpr2","AVPR2","ENSG00000126895"
"566",48884108,"Zfand6","ZFAND6","ENSG00000086666"
"567",48884109,"Foxa2","FOXA2","ENSG00000125798"
"568",48884110,"Axin2","AXIN2","ENSG00000168646"
"569",48884111,"Csrnp1","CSRNP1","ENSG00000144655"
"570",48884112,"Lpcat1","LPCAT1","ENSG00000153395"
"571",48884113,"Glra1","GLRA1","ENSG00000145888"
"572",48884114,"Glra4","GLRA4","NA.3"
"573",48884115,"Cep131","CEP131","ENSG00000141577"
"574",48884116,"Azin1","AZIN1","ENSG00000155096"
"575",48884117,"Oaz1","OAZ1","ENSG00000104904"
"576",48884118,"Oaz2","OAZ2","ENSG00000180304"
"577",48884119,"B3galt1","B3GALT1","ENSG00000172318"
"578",48884120,"B3glct","B3GLCT","ENSG00000187676"
"579",48884121,"B3gat1","B3GAT1","ENSG00000109956"
"580",48884122,"B4gat1","B4GAT1","ENSG00000174684"
"581",48884123,"B3gnt3","B3GNT3","ENSG00000179913"
"582",48884124,"B3gnt5","B3GNT5","ENSG00000176597"
"583",48884125,"B4galnt2","B4GALNT2","ENSG00000167080"
"584",48884126,"Hbb-y","HBG2","ENSG00000196565"
"585",48884126,"Hbb-y","HBE1","ENSG00000213931"
"586",48884127,"Hbb-bh2","HBD","ENSG00000223609"
"587",48884127,"Hbb-bh2","HBB","ENSG00000244734"
"588",48884128,"Bace2","BACE2","ENSG00000182240"
"589",48884129,"Bach1","BACH1","ENSG00000156273"
"590",48884130,"Bach2","BACH2","ENSG00000112182"
"591",48884131,"Otop1","OTOP1","ENSG00000163982"
"592",48884132,"Bad","BAD","ENSG00000002330"
"593",48884133,"Itga3","ITGA3","ENSG00000005884"
"594",48884134,"Smarcc2","SMARCC2","ENSG00000139613"
"595",48884135,"Actl6a","ACTL6A","ENSG00000136518"
"596",48884136,"Smarce1","SMARCE1","ENSG00000073584"
"597",48884137,"Smarcd1","SMARCD1","ENSG00000066117"
"598",48884138,"Tnfsf13b","TNFSF13B","ENSG00000102524"
"599",48884139,"Bahcc1","BAHCC1","ENSG00000266074"
"600",48884140,"Adgrb1","ADGRB1","ENSG00000181790"
"601",48884141,"Adgrb2","ADGRB2","ENSG00000121753"
"602",48884142,"Adgrb3","ADGRB3","ENSG00000135298"
"603",48884143,"Magi1","MAGI1","ENSG00000151276"
"604",48884144,"Baiap2l1","BAIAP2L1","ENSG00000006453"
"605",48884145,"Baiap2l2","BAIAP2L2","ENSG00000128298"
"606",48884146,"Chat","CHAT","ENSG00000070748"
"607",48884147,"Lama1","LAMA1","ENSG00000101680"
"608",48884148,"Bambi","BAMBI","ENSG00000095739"
"609",48884149,"Stom","STOM","ENSG00000148175"
"610",48884150,"Glrb","GLRB","ENSG00000109738"
"611",48884151,"Cse1l","CSE1L","ENSG00000124207"
"612",48884152,"Heatr1","HEATR1","ENSG00000119285"
"613",48884153,"Nkx3-2","NKX3-2","ENSG00000109705"
"614",48884154,"Ubiad1","UBIAD1","ENSG00000120942"
"615",48884155,"Barhl1","BARHL1","ENSG00000125492"
"616",48884156,"Cel","CEL","ENSG00000170835"
"617",48884157,"Ddx39b","DDX39B","ENSG00000198563"
"618",48884158,"Prrc2a","PRRC2A","ENSG00000204469"
"619",48884159,"Bag6","BAG6","ENSG00000204463"
"620",48884160,"Abhd16a","ABHD16A","ENSG00000204427"
"621",48884161,"Ehmt2","EHMT2","ENSG00000204371"
"622",48884162,"Bax","BAX","ENSG00000087088"
"623",48884163,"Gapdh","GAPDH","ENSG00000111640"
"624",48884165,"Gapdhrt2","GAPDH","ENSG00000111640.1"
"625",48884166,"Gapdhrt","GAPDH","ENSG00000111640.2"
"626",48884167,"Rpl7","RPL7","ENSG00000147604"
"627",48884168,"Bbip1","BBIP1","ENSG00000214413"
"628",48884169,"Bbof1","BBOF1","ENSG00000119636"
"629",48884170,"Mapkapk2","MAPKAPK2","ENSG00000162889"
"630",48884171,"Trim32","TRIM32","ENSG00000119401"
"631",48884172,"Arl6","ARL6","ENSG00000113966"
"632",48884173,"Mkks","MKKS","ENSG00000125863"
"633",48884174,"Ttc8","TTC8","ENSG00000165533"
"634",48884175,"Blcap","BLCAP","ENSG00000166619"
"635",48884176,"Chmp2a","CHMP2A","ENSG00000130724"
"636",48884177,"Phb2","PHB2","ENSG00000215021"
"637",48884178,"Mepce","MEPCE","ENSG00000146834"
"638",48884179,"Bco1","BCO1","ENSG00000135697"
"639",48884180,"Bco2","BCO2","ENSG00000197580"
"640",48884181,"Ckb","CKB","ENSG00000166165"
"641",48884182,"Bcl11a","BCL11A","ENSG00000119866"
"642",48884183,"Bcl11b","BCL11B","ENSG00000127152"
"643",48884184,"Bcl2","BCL2","ENSG00000171791"
"644",48884185,"Bcl2l1","BCL2L1","ENSG00000171552"
"645",48884186,"Bcl6","BCL6","ENSG00000113916"
"646",48884187,"Bcl7b","BCL7B","ENSG00000106635"
"647",48884188,"Bcl9l","BCL9L","ENSG00000186174"
"648",48884189,"Cct8","CCT8","ENSG00000156261"
"649",48884190,"Bdkrb1","BDKRB1","ENSG00000100739"
"650",48884191,"Dll3","DLL3","ENSG00000090932"
"651",48884192,"Itga5","ITGA5","ENSG00000161638"
"652",48884193,"Lhx2","LHX2","ENSG00000106689"
"653",48884194,"Psmb6","PSMB6","ENSG00000142507"
"654",48884195,"Itgb1","ITGB1","ENSG00000150093"
"655",48884196,"B3gat3","B3GAT3","ENSG00000149541"
"656",48884197,"Psmb9","PSMB9","ENSG00000240065"
"657",48884198,"Psmb7","PSMB7","ENSG00000136930"
"658",48884199,"Psmb10","PSMB10","ENSG00000205220"
"659",48884200,"Neurod1","NEUROD1","ENSG00000162992"
"660",48884201,"Bhlhe22","BHLHE22","ENSG00000180828"
"661",48884202,"Bhlhe23","BHLHE23","ENSG00000125533"
"662",48884203,"Psmb5","PSMB5","ENSG00000100804"
"663",48884204,"Psmb8","PSMB8","ENSG00000204264"
"664",48884205,"Psmb11","PSMB11","ENSG00000222028"
"665",48884206,"H2-Eb1","HLA-DRB5","ENSG00000198502"
"666",48884206,"H2-Eb1","HLA-DRB4","ENSG00000227357"
"667",48884206,"H2-Eb1","HLA-DRB1","ENSG00000196126"
"668",48884206,"H2-Eb1","HLA-DRB3","ENSG00000230463"
"669",48884207,"H2-Ab1","HLA-DQB2","ENSG00000232629"
"670",48884207,"H2-Ab1","HLA-DQB1","ENSG00000179344"
"671",48884208,"H2-Ob","HLA-DOB","ENSG00000241106"
"672",48884209,"H2-Eb2","HLA-DRB4","ENSG00000227357.1"
"673",48884209,"H2-Eb2","HLA-DRB5","ENSG00000198502.1"
"674",48884209,"H2-Eb2","HLA-DRB1","ENSG00000196126.1"
"675",48884209,"H2-Eb2","HLA-DRB3","ENSG00000230463.1"
"676",48884210,"Napb","NAPB","ENSG00000125814"
"677",48884211,"Cfb","CFB","ENSG00000243649"
"678",48884212,"Foxg1","FOXG1","ENSG00000176165"
"679",48884213,"Fabp7","FABP7","ENSG00000164434"
"680",48884214,"Adgrg6","ADGRG6","ENSG00000112414"
"681",48884215,"Bgn","BGN","ENSG00000182492"
"682",48884216,"Bglap3","BGLAP","ENSG00000242252"
"683",48884217,"Bhlhe40","BHLHE40","ENSG00000134107"
"684",48884218,"Bhlhe41","BHLHE41","ENSG00000123095"
"685",48884219,"Bhlha15","BHLHA15","ENSG00000180535"
"686",48884220,"Tmbim6","TMBIM6","ENSG00000139644"
"687",48884221,"Cdh2","CDH2","ENSG00000170558"
"688",48884222,"Bicdl1","BICDL1","ENSG00000135127"
"689",48884223,"Bicc1","BICC1","ENSG00000122870"
"690",48884224,"Bid","BID","ENSG00000015475"
"691",48884225,"Tgfbi","TGFBI","ENSG00000120708"
"692",48884226,"Klf17","KLF17","ENSG00000171872"
"693",48884227,"Bcl2l11","BCL2L11","ENSG00000153094"
"694",48884228,"Bin1","BIN1","ENSG00000136717"
"695",48884229,"Bin2","BIN2","ENSG00000110934"
"696",48884230,"Zbtb22","ZBTB22","ENSG00000236104"
"697",48884231,"Myl9","MYL9","ENSG00000101335"
"698",48884232,"Myl12b","MYL12B","ENSG00000118680"
"699",48884232,"Myl12b","MYL12A","ENSG00000101608"
"700",48884233,"Wdr46","WDR46","ENSG00000227057"
"701",48884234,"Hspa5","HSPA5","ENSG00000044574"
"702",48884235,"Slc12a7","SLC12A7","ENSG00000113504"
"703",48884236,"Birc3","BIRC3","ENSG00000023445"
"704",48884237,"Birc2","BIRC2","ENSG00000110330"
"705",48884238,"Xiap","XIAP","ENSG00000101966"
"706",48884238,"Xiap","BIRC8","ENSG00000293247"
"707",48884239,"Frem2","FREM2","ENSG00000150893"
"708",48884240,"Slc37a2","SLC37A2","ENSG00000134955"
"709",48884241,"Prdm1","PRDM1","ENSG00000057657"
"710",48884242,"Ptch2","PTCH2","ENSG00000117425"
"711",48884243,"Ltb4r1","LTB4R","ENSG00000213903"
"712",48884244,"Ltb4r2","LTB4R2","ENSG00000213906"
"713",48884245,"Blk","BLK","ENSG00000136573"
"714",48884246,"Slc17a6","SLC17A6","ENSG00000091664"
"715",48884247,"Kat6a","KAT6A","ENSG00000083168"
"716",48884248,"Bmi1","BMI1","ENSG00000168283"
"717",48884248,"Bmi1","COMMD3-BMI1","ENSG00000269897"
"718",48884249,"Bmp10","BMP10","ENSG00000163217"
"719",48884250,"Gdf11","GDF11","ENSG00000135414"
"720",48884251,"Gdf7","GDF7","ENSG00000143869"
"721",48884252,"Gdf6","GDF6","ENSG00000156466"
"722",48884253,"Gdf5","GDF5","ENSG00000125965"
"723",48884254,"Bmp2","BMP2","ENSG00000125845"
"724",48884255,"Gdf10","GDF10","ENSG00000266524"
"725",48884256,"Bmp4","BMP4","ENSG00000125378"
"726",48884257,"Bmp5","BMP5","ENSG00000112175"
"727",48884258,"Bmp7","BMP7","ENSG00000101144"
"728",48884259,"Bmp8b","BMP8B","ENSG00000116985"
"729",48884260,"Bmp8a","BMP8A","ENSG00000183682"
"730",48884260,"Bmp8a","BMP8B","ENSG00000116985.1"
"731",48884261,"Gdf2","GDF2","ENSG00000263761"
"732",48884262,"Bms1","BMS1","ENSG00000165733"
"733",48884263,"Samtor","SAMTOR","ENSG00000164603"
"734",48884264,"Mybl2","MYBL2","ENSG00000101057"
"735",48884265,"Bnip3l","BNIP3L","ENSG00000104765"
"736",48884266,"Atcay","ATCAY","ENSG00000167654"
"737",48884267,"Bnc2","BNC2","ENSG00000173068"
"738",48884268,"Nppb","NPPB","ENSG00000120937"
"739",48884269,"Bok","BOK","ENSG00000176720"
"740",48884270,"Mixl1","MIXL1","ENSG00000185155"
"741",48884271,"Ifitm5","IFITM5","ENSG00000206013"
"742",48884272,"Bcl2l10","BCL2L10","ENSG00000137875"
"743",48884273,"Extl3","EXTL3","ENSG00000012232"
"744",48884274,"Dst","DST","ENSG00000151914"
"745",48884275,"Vcan","VCAN","ENSG00000038427"
"746",48884276,"T","TBXT","ENSG00000164458"
"747",48884277,"Smarca4","SMARCA4","ENSG00000127616"
"748",48884278,"Zmynd11","ZMYND11","ENSG00000015171"
"749",48884279,"Uqcc6","UQCC6","ENSG00000204954"
"750",48884280,"Ptbp1","PTBP1","ENSG00000011304"
"751",48884281,"Brd1","BRD1","ENSG00000100425"
"752",48884282,"Brd2","BRD2","ENSG00000204256"
"753",48884283,"Brd3","BRD3","ENSG00000169925"
"754",48884284,"Brd8","BRD8","ENSG00000112983"
"755",48884285,"Babam2","BABAM2","ENSG00000158019"
"756",48884286,"Kcnh6","KCNH6","ENSG00000173826"
"757",48884287,"Brf1","BRF1","ENSG00000185024"
"758",48884288,"Brinp3","BRINP3","ENSG00000162670"
"759",48884289,"Brms1l","BRMS1L","ENSG00000100916"
"760",48884290,"Pou3f3","POU3F3","ENSG00000198914"
"761",48884291,"Pou3f2","POU3F2","ENSG00000184486"
"762",48884292,"Pou4f1","POU4F1","ENSG00000152192"
"763",48884293,"Pou4f3","POU4F3","ENSG00000091010"
"764",48884294,"Pou4f2","POU4F2","ENSG00000151615"
"765",48884295,"Tbc1d32","TBC1D32","ENSG00000146350"
"766",48884296,"Vwc2","VWC2","ENSG00000188730"
"767",48884297,"Vwc2l","VWC2L","ENSG00000174453"
"768",48884298,"Hgh1","HGH1","ENSG00000235173"
"769",48884299,"Mpc2","MPC2","ENSG00000143158"
"770",48884300,"Trp53","TP53","ENSG00000141510"
"771",48884301,"Brpf3","BRPF3","ENSG00000096070"
"772",48884302,"Mpped2","MPPED2","ENSG00000066382"
"773",48884303,"Celf1","CELF1","ENSG00000149187"
"774",48884304,"Celf5","CELF5","ENSG00000161082"
"775",48884305,"Apmap","APMAP","ENSG00000101474"
"776",48884306,"Abcb11","ABCB11","ENSG00000073734"
"777",48884307,"Bsn","BSN","ENSG00000164061"
"778",48884308,"Sptb","SPTB","ENSG00000070182"
"779",48884309,"Slx4","SLX4","ENSG00000188827"
"780",48884310,"Btbd2","BTBD2","ENSG00000133243"
"781",48884311,"Btbd3","BTBD3","ENSG00000132640"
"782",48884312,"Btbd6","BTBD6","ENSG00000184887"
"783",48884313,"Klf9","KLF9","ENSG00000119138"
"784",48884314,"Btg1","BTG1","ENSG00000133639"
"785",48884317,"Btg2","BTG2","ENSG00000159388"
"786",48884318,"Dtnb","DTNB","ENSG00000138101"
"787",48884319,"Trim58","TRIM58","ENSG00000162722"
"788",48884320,"Trim11","TRIM11","ENSG00000154370"
"789",48884321,"Trim17","TRIM17","ENSG00000162931"
"790",48884322,"Fbxw11","FBXW11","ENSG00000072803"
"791",48884323,"Sp5","SP5","ENSG00000204335"
"792",48884324,"Prkd2","PRKD2","ENSG00000105287"
"793",48884325,"Dctn1","DCTN1","ENSG00000204843"
"794",48884326,"Sec24d","SEC24D","ENSG00000150961"
"795",48884327,"Popdc1","POPDC1","ENSG00000112276"
"796",48884328,"B2m","B2M","ENSG00000166710"
"797",48884329,"Phlda3","PHLDA3","ENSG00000174307"
"798",48884330,"Rpf2","RPF2","ENSG00000197498"
"799",48884331,"Rpf1","RPF1","ENSG00000117133"
"800",48884332,"Hoxb9","HOXB9","ENSG00000170689"
"801",48884333,"Hoxc9","HOXC9","ENSG00000180806"
"802",48884334,"Tspo2","TSPO2","ENSG00000112212"
"803",48884335,"Tspo","TSPO","ENSG00000100300"
"804",48884336,"Bzw1","BZW1","ENSG00000082153"
"805",48884337,"Cfap298","CFAP298","ENSG00000159079"
"806",48884338,"Lrmda","LRMDA","ENSG00000148655"
"807",48884339,"Mcmbp","MCMBP","ENSG00000197771"
"808",48884340,"Ado","ADO","ENSG00000181915"
"809",48884341,"Enkur","ENKUR","ENSG00000151023"
"810",48884342,"Cdc123","CDC123","ENSG00000151465"
"811",48884343,"Tmem258","TMEM258","ENSG00000134825"
"812",48884344,"Tmem9b","TMEM9B","ENSG00000175348"
"813",48884345,"Aamdc","AAMDC","ENSG00000087884"
"814",48884346,"Myrf","MYRF","ENSG00000124920"
"815",48884347,"Rassf8","RASSF8","ENSG00000123094"
"816",48884348,"Tigar","TIGAR","ENSG00000078237"
"817",48884349,"C9orf72","C9orf72","ENSG00000147894"
"818",48884350,"Uspl1","USPL1","ENSG00000132952"
"819",48884351,"Gm614","CXorf65","ENSG00000204165"
"820",48884352,"Nrde2","NRDE2","ENSG00000119720"
"821",48884353,"Eapp","EAPP","ENSG00000129518"
"822",48884354,"Dglucy","DGLUCY","ENSG00000133943"
"823",48884355,"Rsl24d1","RSL24D1","ENSG00000137876"
"824",48884356,"Pagr1a","PAGR1","ENSG00000280789"
"825",48884357,"Cfap161","CFAP161","ENSG00000156206"
"826",48884358,"Vps9d1","VPS9D1","ENSG00000075399"
"827",48884359,"Airim","AIRIM","ENSG00000116922"
"828",48884360,"1600014C10Rik","C19orf12","ENSG00000131943"
"829",48884361,"Swsap1","SWSAP1","ENSG00000173928"
"830",48884362,"C1galt1","C1GALT1","ENSG00000106392"
"831",48884363,"Serping1","SERPING1","ENSG00000149131"
"832",48884364,"Odr4","ODR4","ENSG00000157181"
"833",48884365,"Ildr2","ILDR2","ENSG00000143195"
"834",48884366,"Ciart","CIART","ENSG00000159208"
"835",48884367,"Caprin2","CAPRIN2","ENSG00000110888"
"836",48884368,"Cbln3","CBLN3","ENSG00000139899"
"837",48884369,"C1qtnf12","C1QTNF12","ENSG00000184163"
"838",48884370,"C1ql3","C1QL3","ENSG00000165985"
"839",48884371,"C1ql1","C1QL1","ENSG00000131094"
"840",48884372,"C1qtnf6","C1QTNF6","ENSG00000133466"
"841",48884373,"C1qtnf9","C1QTNF9","ENSG00000240654"
"842",48884373,"C1qtnf9","C1QTNF9B","ENSG00000205863"
"843",48884374,"Amacr","AMACR","ENSG00000242110"
"844",48884375,"C1qtnf4","C1QTNF4","ENSG00000172247"
"845",48884376,"C1s1","C1S","ENSG00000182326"
"846",48884377,"C1s2","C1S","ENSG00000182326.1"
"847",48884378,"Slc22a21","SLC22A5","ENSG00000197375"
"848",48884379,"Slc22a5","SLC22A5","ENSG00000197375.1"
"849",48884380,"Slc22a4","SLC22A4","ENSG00000197208"
"850",48884381,"Cfap206","CFAP206","ENSG00000272514"
"851",48884382,"Gid8","GID8","ENSG00000101193"
"852",48884383,"Mtcl2","MTCL2","ENSG00000149639"
"853",48884384,"Prpf6","PRPF6","ENSG00000101161"
"854",48884385,"Fitm2","FITM2","ENSG00000197296"
"855",48884386,"Ppdpf","PPDPF","ENSG00000125534"
"856",48884387,"Chmp4b","CHMP4B","ENSG00000101421"
"857",48884388,"Mrgbp","MRGBP","ENSG00000101189"
"858",48884389,"Rab5if","RAB5IF","ENSG00000101084"
"859",48884390,"Prelid3b","PRELID3B","ENSG00000101166"
"860",48884391,"C2cd4d","C2CD4D","ENSG00000225556"
"861",48884392,"Gcnt4","GCNT4","ENSG00000176928"
"862",48884393,"Cnppd1","CNPPD1","ENSG00000115649"
"863",48884394,"Dcaf17","DCAF17","ENSG00000115827"
"864",48884395,"Pcare","PCARE","ENSG00000179270"
"865",48884396,"C3","C3","ENSG00000125730"
"866",48884397,"E130311K13Rik","C3orf33","ENSG00000174928"
"867",48884398,"Hhatl","HHATL","ENSG00000010282"
"868",48884399,"Dipk2a","DIPK2A","ENSG00000181744"
"869",48884400,"Eogt","EOGT","ENSG00000163378"
"870",48884401,"2510009E07Rik","C3orf70","ENSG00000187068"
"871",48884402,"C4b","C4B_2","ENSG00000233312"
"872",48884402,"C4b","C4B","ENSG00000224389"
"873",48884402,"C4b","C4A","ENSG00000244731"
"874",48884403,"Trappc11","TRAPPC11","ENSG00000168538"
"875",48884404,"Nop14","NOP14","ENSG00000087269"
"876",48884405,"Chst11","CHST11","ENSG00000171310"
"877",48884406,"Chst12","CHST12","ENSG00000136213"
"878",48884407,"Mtrfr","MTRFR","ENSG00000130921"
"879",48884408,"C6","C6","ENSG00000039537"
"880",48884409,"Cfap20dc","CFAP20DC","ENSG00000163689"
"881",48884410,"Abracl","ABRACL","ENSG00000146386"
"882",48884411,"Nkap","NKAP","ENSG00000101882"
"883",48884412,"Nkapl","NKAPL","ENSG00000189134"
"884",48884413,"Vta1","VTA1","ENSG00000009844"
"885",48884414,"Sft2d1","SFT2D1","ENSG00000198818"
"886",48884415,"Sft2d1rt","SFT2D1","ENSG00000198818.1"
"887",48884416,"Ltv1","LTV1","ENSG00000135521"
"888",48884417,"C7","C7","ENSG00000112936"
"889",48884418,"1700066M21Rik","C2orf69","ENSG00000178074"
"890",48884419,"Rpp25l","RPP25L","ENSG00000164967"
"891",48884420,"Ptprz1","PTPRZ1","ENSG00000106278"
"892",48884421,"Car13","CA13","ENSG00000185015"
"893",48884422,"Car2","CA2","ENSG00000104267"
"894",48884423,"Car1","CA1","ENSG00000133742"
"895",48884424,"Car3","CA3","ENSG00000164879"
"896",48884425,"Car4","CA4","ENSG00000167434"
"897",48884426,"Car5a","CA5A","ENSG00000174990"
"898",48884427,"Car5b","CA5B","ENSG00000169239"
"899",48884428,"Cacnb2","CACNB2","ENSG00000165995"
"900",48884429,"Cacnb3","CACNB3","ENSG00000167535"
"901",48884430,"Cacnb4","CACNB4","ENSG00000182389"
"902",48884431,"Cabp1","CABP1","ENSG00000157782"
"903",48884432,"Cabp4","CABP4","ENSG00000175544"
"904",48884433,"Cabp7","CABP7","ENSG00000100314"
"905",48884434,"Caln1","CALN1","ENSG00000183166"
"906",48884435,"Dnaaf3","DNAAF3","ENSG00000167646"
"907",48884436,"Cacna1a","CACNA1A","ENSG00000141837"
